ID No.,Nickname,PCE,Voc (V),Jsc (mA cm^2),FF,Mw (kg mol^-1),Mn (kg mol^-1),PDI (=Mw/Mn),Monomer (g mol^-1),-HOMO (eV),-LUMO (eV),bandgap(eV),SMILES
724,PBT-T-DPP-C12,5.19,0.65,12.61,0.634,34.4,20.6 ,1.67 ,1689,5.19,3.72,1.47,CC(S1)=CC2=C1C3=C(C(C4=CC(CCCCCCCCCC)=C(CCCCCCCCCC)S4)=C(C5=C(C=C(C6=CC=C(C7=C8C(C(N7CC(CCCC)CCCCCC)=O)=C(C9=CC=C(C)S9)N(CC(CCCCCC)CCCC)C8=O)S6)S5)S%10)C%10=C3C%11=CC(CCCCCCCCCC)=C(CCCCCCCCCC)S%11)S2
725,PBT-TIPS-DPP-C16,6.39,0.75,13.9,0.613,27.6,16.2 ,1.71 ,1437,5.25,3.8,1.45,CC(S1)=CC2=C1C3=C(C(C#C[Si](C(C)C)(C(C)C)C(C)C)=C(C4=C(C=C(C5=CC=C(C6=C7C(C(N6CC(CCCCCCCC)CCCCCC)=O)=C(C8=CC=C(C)S8)N(CC(CCCCCC)CCCCCCCC)C7=O)S5)S4)S9)C9=C3C#C[Si](C(C)C)(C(C)C)C(C)C)S2
726,PDPPBDT,3.28,0.741,7.33,0.61,683.2,122.0 ,5.60 ,1445,5.37,3.39,1.51,O=C(N1CC(CCCCCCCCCC)CCCCCCCCCCCC)C(C2=C1C3=CC=C(S3)C4=CC(C(OCC(CC)CCCC)=C(SC(C)=C5)C5=C6OCC(CCCC)CC)=C6S4)=C(C7=CC=C(C)S7)N(CC(CCCCCCCCCCCC)CCCCCCCCCC)C2=O
727,PDPPDTT,5.94,0.7,13.64,0.64,64.5,43.0 ,1.50 ,1195,5.36,3.59,1.43,O=C(N1CC(CCCCCCCCCC)CCCCCCCCCCCC)C(C2=C1C3=CC=C(S3)C(S4)=CC5=C4C6=C(C=C(C)S6)S5)=C(C7=CC=C(C)S7)N(CC(CCCCCCCCCCCC)CCCCCCCCCC)C2=O
729,PDTBDT-ID,4.43,0.7,12.58,0.503,25.8,14.7 ,1.76 ,1295,5.38,3.8,1.58,CC(S1)=CC2=C1C3=C(C(OCC(CC)CCCC)=C(C4=C(C=C(C5=CC=C(/C(C(N6CC(CCCCCC)CCCCCCCC)=O)=C7C(C=CC(C)=C8)=C8N(CC(CCCCCC)CCCCCCCC)C/7=O)C6=C5)S4)S9)C9=C3OCC(CCCC)CC)S2
730,PDTBDT-DTNT,7.52,0.65,17.51,0.66,62.0,26.4 ,2.35 ,1629,5.51,3.9,1.58,CC(S1)=CC2=C1C3=C(C(C4=CC(CCCCCCCCCC)=C(CCCCCCCCCC)S4)=C(C5=C(C=C(C6=C(CCCCCC)C=C(C7=CC(C8=NSN=C8C(C9=CC(CCCCCC)=C(C)S9)=C%10)=C%10C%11=NSN=C%117)S6)S5)S%12)C%12=C3C%13=CC(CCCCCCCCCC)=C(CCCCCCCCCC)S%13)S2
733,P(Ge-DTCNBT),6.03,0.68,14.83,0.7,109.2,42.0 ,2.60 ,1152,5.11,3.54,1.4,CC1=CC([Ge](CC(CCCCCCCCCC)CCCCCCCC)(CC(CCCCCCCC)CCCCCCCCCC)C2=C3SC(C4=CC=C(C5=CC(C#N)=C(C6=CC=C(C)S6)C7=NSN=C75)S4)=C2)=C3S1
734,P(Ge-CTDCNBT),0.39,0.68,2.99,0.36,44.4,20.5 ,2.20 ,1177,5.14,3.77,1.27,CC1=CC([Ge](CC(CCCCCCCCCC)CCCCCCCC)(CC(CCCCCCCC)CCCCCCCCCC)C2=C3SC(C4=CC=C(C5=C(C#N)C(C#N)=C(C6=CC=C(C)S6)C7=NSN=C75)S4)=C2)=C3S1
734,P(Ge-CTDCNBT),0.39,0.68,2.99,0.36,44.4,20.5 ,2.20 ,1177,5.14,3.77,1.27,CC1=CC([Ge](CC(CCCCCCCCCC)CCCCCCCC)(CC(CCCCCCCC)CCCCCCCCCC)C2=C3SC(C4=CC=C(C5=C(C#N)C(C#N)=C(C6=CC=C(C)S6)C7=NSN=C75)S4)=C2)=C3S1
735,TBTIT-h,9.1,0.72,17.7,0.71,546.0,151.0 ,3.60 ,1269,5.1,3.5,1.6,CC1=CC(SC2=C3C=C4C(/C(C(N4CC(CCCCCCCCCC)CCCCCCCCCCCC)=O)=C5C(N(CC(CCCCCCCCCC)CCCCCCCCCCCC)C6=CC=C7C(C(SC(C8=CC=C(C)S8)=C9)=C9S7)=C6)=O)=C2)=C3S1
736,TBTIT-i,5.3,0.73,13.6,0.54,91.0,33.0 ,2.70 ,1269,5.2,3.6,1.6,CC1=CC(SC2=C3C=C4C(/C(C(N4CC(CCCCCCCCCC)CCCCCCCCCCCC)=O)=C5C(N(CC(CCCCCCCCCC)CCCCCCCCCCCC)C6=CC=C7C(C(SC(C8=CC=C(C)S8)=C9)=C9S7)=C6)=O)=C2)=C3S1
737,F-BT2,1.44,0.64,4.48,0.57,134.0,34.4 ,3.90 ,1953,5.44,3.95,1.49,CC1=CC(CCCCCCCCCCCC)=C(C2=NC3=CC(SC(C4=C(CCCCCCCCCCCC)C=C(C5=C(CCCCCCCCCCCC)C=C(C6=CC=C7C(N(CC(CCCCCC)CCCCCCCC)C(/C7=C8C(SC(C9=CC(CCCCCCCCCCCC)=C(C)S9)=C%10)=C%10N(CC(CCCCCC)CCCCCCCC)C\8=O)=O)=C6F)S5)S4)=N%11)=C%11C=C3S2)S1
738,BT2,3.92,0.62,10.07,0.67,231.0,59.2 ,3.90 ,1935,5.41,3.92,1.49,CC1=CC(CCCCCCCCCCCC)=C(C2=NC3=CC(SC(C4=C(CCCCCCCCCCCC)C=C(C5=C(CCCCCCCCCCCC)C=C(C6=CC=C7C(N(CC(CCCCCC)CCCCCCCC)C(/C7=C8C(SC(C9=CC(CCCCCCCCCCCC)=C(C)S9)=C%10)=C%10N(CC(CCCCCC)CCCCCCCC)C\8=O)=O)=C6)S5)S4)=N%11)=C%11C=C3S2)S1
740,P-PDTz-Tdt-HH,1.82,0.83,4.86,0.45,16.2,13.5 ,1.20 ,1391,5.59,3.84,1.75,CC1=CC(CC(CCCCCCCCCC)CCCCCCCCCCCC)=C(S1)C2=NC3=NC(S4)=C(N=C3S2)N=C4C5=C(CC(CCCCCCCCCCCC)CCCCCCCCCC)C=C(C6=C(CCCCCC)C=C(C7=CC(CCCCCC)=C(C)S7)S6)S5
742,TPT,3.91,0.76,12.86,0.399,24.2,13.5 ,1.80 ,853,5.32,3.84,1.48,O=C(N1CC(CCCCCC)CCCCCCCC)C(C2=C1C(S3)=CC=C3C4=CC=C(C)C=C4)=C(C5=CC=C(C)S5)N(CC(CCCCCCCC)CCCCCC)C2=O
744,TPfT,2.29,0.83,6.14,0.449,19.3,10.3 ,1.90 ,889,5.45,3.98,1.47,O=C(N1CC(CCCCCC)CCCCCCCC)C(C2=C1C(S3)=CC=C3C4=CC(F)=C(C)C=C4F)=C(C5=CC=C(C)S5)N(CC(CCCCCCCC)CCCCCC)C2=O
745,P[T-iI(HD)]-4,2.9,0.9,5.8,0.55,54.6,26.0 ,2.10 ,821,5.21,3.59,1.62,CC1=CC=C(C2=CC=C(/C(C(N3CC(CCCCCC)CCCCCCCC)=O)=C4C(N(CC(CCCCCCCC)CCCCCC)C5=CC=CC(C)=C5)=O)C3=C2)S1
746,P[T3(C6)-iI(HD)]-2,6.6,0.7,15.2,0.62,66.6,18.0 ,3.70 ,1153,5.29,3.71,1.58,O=C(N1CC(CCCCCC)CCCCCCCC)/C(C(C1=C2)=CC=C2C3=CC(CCCCCC)=C(C4=CC=C(C5=C(CCCCCC)C=C(C)S5)S4)S3)=C6C(N(CC(CCCCCCCC)CCCCCC)C7=C/6C=CC(C)=C7)=O
747,P[T3(C6)-iI(SiO)],2.8,0.66,8.6,0.49,70.4,32.0 ,2.20 ,1313,5.43,3.88,1.55,O=C(N1CCCCCC[Si](C)(O[Si](C)(C)C)O[Si](C)(C)C)/C(C(C1=C2)=CC=C2C3=CC(CCCCCC)=C(C4=CC=C(C5=C(CCCCCC)C=C(C)S5)S4)S3)=C6C(N(CCCCCC[Si](O[Si](C)(C)C)(O[Si](C)(C)C)C)C7=C/6C=CC(C)=C7)=O
748,PDTBDT-BZ,4.9,0.83,10.28,0.649,28.0,11.5 ,2.43 ,1189,5.3,3.2,1.65,CC1=CC(SC2=C3C(C4=CC(CCCCCCCCCC)=C(CCCCCCCCCC)S4)=C5C(C(SC(C6=CC=C(C)C7=NSN=C76)=C8)=C8S5)=C2C9=CC(CCCCCCCCCC)=C(CCCCCCCCCC)S9)=C3S1
750,PDTBDT-BZF2,5.1,0.9,10.02,0.605,89.0,23.0 ,3.87 ,1225,5.4,3.3,1.75,CC1=CC(SC2=C3C(C4=CC(CCCCCCCCCC)=C(CCCCCCCCCC)S4)=C5C(C(SC(C6=C(F)C(F)=C(C)C7=NSN=C76)=C8)=C8S5)=C2C9=CC(CCCCCCCCCC)=C(CCCCCCCCCC)S9)=C3S1
751,DP3,2.69,0.674,7.06,0.573,37.5,11.3 ,3.32 ,1213,5.16,3.46,1.51,CC1=CC(CCCCCCCCCCCC)=C(C#CC#CC2=C(CCCCCCCCCCCC)C=C(C3=CC=C(C(N(CC(CCCCCC)CCCC)C4=O)=C5C4=C(C6=CC=C(C)S6)N(CC(CCCC)CCCCCC)C5=O)S3)S2)S1
752,DP4,3.7,0.697,8.37,0.643,88.8,53.8 ,1.65 ,1101,10000.0,3.59,1.54,CC1=CC(CC(CCCC)CC)=C(C#CC#CC2=C(CC(CC)CCCC)C=C(C3=CC=C(C(N(CC(CCCCCC)CCCC)C4=O)=C5C4=C(C6=CC=C(C)S6)N(CC(CCCC)CCCCCC)C5=O)S3)S2)S1
753,PTF1,1.04,0.72,4.97,0.29,18.0,9.3 ,1.90 ,1106,4.97,3.81,1.56,FC(C=CC=C1)=C1/N=C/C(N2)=CC=C2C3=NC4=C(C)C=CC(C5=CC6=C(C7=CC=C(CCCCCCCC)S7)C(SC(C)=C8)=C8C(C9=CC=C(CCCCCCCC)S9)=C6S5)=C4N=C3C%10=CC=C(/C=N/C%11=C(F)C=CC=C%11)N%10
754,POF1,1.22,0.79,5.17,0.3,85.2,19.0 ,4.40 ,974,4.84,3.67,1.63,FC(C=CC=C1)=C1/N=C/C(N2)=CC=C2C3=NC4=C(C)C=CC(C5=CC6=C(OCCCCCCCC)C(SC(C)=C7)=C7C(OCCCCCCCC)=C6S5)=C4N=C3C8=CC=C(/C=N/C9=C(F)C=CC=C9)N8
755,PTF2,2.13,0.72,8.7,0.34,54.7,21.2 ,2.50 ,1142,4.88,3.74,1.56,FC(C=CC=C1F)=C1/N=C/C(N2)=CC=C2C3=NC4=C(C)C=CC(C5=CC6=C(C7=CC=C(CCCCCCCC)S7)C(SC(C)=C8)=C8C(C9=CC=C(CCCCCCCC)S9)=C6S5)=C4N=C3C%10=CC=C(/C=N/C%11=C(F)C=CC=C%11F)N%10
756,POF2,1.6,0.77,5.25,0.4,75.8,19.2 ,3.90 ,1010,4.78,3.62,1.63,FC(C=CC=C1F)=C1/N=C/C(N2)=CC=C2C3=NC4=C(C)C=CC(C5=CC6=C(OCCCCCCCC)C(SC(C)=C7)=C7C(OCCCCCCCC)=C6S5)=C4N=C3C8=CC=C(/C=N/C9=C(F)C=CC=C9F)N8
757,MBDT1,4.64,0.77,10.75,0.57,125.3,53.8 ,2.33 ,1151,5.54,3.78,1.76,CC1=CC(C(OCC(CC)CCCC)=C(SC(C2=C(CCCCCCCC)C=C(C3=C(F)C(F)=C(C4=CC(CCCCCCCC)=C(C)S4)C5=C3N=C(C6=CC=CC7=CC=CC8=C67)C8=N5)S2)=C9)C9=C%10OCC(CC)CCCC)=C%10S1
757,MBDT1,4.64,0.77,10.75,0.57,125.3,53.8 ,2.33 ,1151,5.54,3.78,1.76,CC1=CC(C(OCC(CC)CCCC)=C(SC(C2=C(CCCCCCCC)C=C(C3=C(F)C(F)=C(C4=CC(CCCCCCCC)=C(C)S4)C5=C3N=C(C6=CC=CC7=CC=CC8=C67)C8=N5)S2)=C9)C9=C%10OCC(CC)CCCC)=C%10S1
758,MBDT2,1.54,0.75,4.41,0.5,124.7,35.8 ,3.49 ,1371,5.43,3.53,1.9,CC1=CC(C(OCC(CC)CCCC)=C(SC(C2=C(CCCCCCCC)C=C(C3=C(OCCCCCCCC)C(OCCCCCCCC)=C(C4=CC(CCCCCCCC)=C(C)S4)C5=C3N=C(C6=CC=CC7=CC=CC8=C67)C8=N5)S2)=C9)C9=C%10OCC(CC)CCCC)=C%10S1
759,PBTTPD,5.75,0.9,10.38,0.64,77.3,44.7 ,1.73 ,583,5.51,3.36,1.77,CC1=CC=C(C2=CC=C(C3=C4C(C(N(C(CCCCCCCC)CCCCCCCC)C4=O)=O)=C(C)S3)S2)S1
760,PTVTPD,6.97,0.88,12.32,0.66,57.8,41.0 ,1.41 ,609,5.48,3.32,1.77,CC1=CC=C(/C=C/C2=CC=C(C3=C4C(C(N(C(CCCCCCCC)CCCCCCCC)C4=O)=O)=C(C)S3)S2)S1
761,PBBTz-Cz,0.95,0.74,4.21,0.3,5.0,2.8 ,1.80 ,1012,5.7,3.2,1.5,CC1=CC(CCCCCCCC)=C(C2=NC3=CC4=C(N=C(C5=C(CCCCCCCC)C=C(C6=CC=C(C(C=CC(C)=C7)=C7N8C(CCCCCCCC)CCCCCCCC)C8=C6)S5)S4)C=C3S2)S1
762,BTT-DTFFBT,5.61,0.78,11.79,0.61,13.4,11.0 ,1.22 ,1169,5.24,3.54,1.71,CC1=CC2=C3C(SC(C(CCCCCCCCCCC)CCCCCCCCCCCC)=C3)=C4C(SC(C5=C(CC(CCCC)CC)C=C(C6=C(F)C(F)=C(C7=CC(CC(CC)CCCC)=C(C)S7)C8=NSN=C86)S5)=C4)=C2S1
763,PBBTZBT,6.53,0.801,12.43,0.674,107.0,51.0 ,2.10 ,1693,5.7,3.9,1.8,CC(S1)=CC(CCCCCCCCCCCC)=C1C2=NC3=CC4=C(N=C(C5=C(CCCCCCCCCCCC)C=C(C6=C(CC(CCCCCCCCCCCC)CCCCCCCCCC)C=C(C7=CC=C(C8=CC(CC(CCCCCCCCCCCC)CCCCCCCCCC)=C(C)S8)C9=NSN=C79)S6)S5)S4)C=C3S2
764,PCPDTBT,3.5,0.65,11.8,0.456,42.0,28.0 ,1.50 ,564,5.3,3.55,1.4,CC1=CC2=C(C(SC(C3=CC=C(C)C4=NSN=C43)=C5)=C5C2(CC(CC)CCCC)CC(CC)CCCC)S1
765,PCPDTFBT,5.81,0.76,15.0,0.51,36.0,23.4 ,1.54 ,582,5.15,3.71,1.44,CC1=CC2=C(C(SC(C3=CC(F)=C(C)C4=NSN=C34)=C5)=C5C2(CC(CCCC)CC)CC(CCCC)CC)S1
767,PBTISi-C6,6.29,0.825,12.4,0.606,95.7,29.0 ,3.30 ,763,5.45,3.7,1.75,CC1=CC2=C(C(SC(C3=CC4=C(C(SC(C)=C5)=C5C(N(CCCCCC)C4=O)=O)S3)=C6)=C6[Si]2(CC(CCCC)CC)C[C@H](CCCC)CC)S1
768,PBTISi-C8,6.41,0.803,12.79,0.623,93.0,30.0 ,3.10 ,791,5.43,3.68,1.75,CC1=CC2=C(C(SC(C3=CC4=C(C(SC(C)=C5)=C5C(N(CCCCCCCC)C4=O)=O)S3)=C6)=C6[Si]2(CC(CCCC)CC)C[C@H](CCCC)CC)S1
770,PBTIGe-C6,4.77,0.774,11.96,0.502,78.3,27.0 ,2.90 ,809,5.39,3.64,1.75,CC1=CC2=C(C(SC(C3=CC4=C(C(SC(C)=C5)=C5C(N(CCCCCC)C4=O)=O)S3)=C6)=C6[Ge]2(CC(CCCC)CC)C[C@H](CCCC)CC)S1
772,PBTIGe-EH,3.62,0.769,9.97,0.467,41.4,18.0 ,2.30 ,837,5.38,3.62,1.76,CC1=CC2=C(C(SC(C3=CC4=C(C(SC(C)=C5)=C5C(N(C[C@@H](CC)CCCC)C4=O)=O)S3)=C6)=C6[Ge]2(CC(CCCC)CC)C[C@H](CCCC)CC)S1
773,PTPDSi-C8,6.83,0.885,11.8,0.649,52.2,29.0 ,1.80 ,709,5.52,3.79,1.73,CC1=CC2=C(C(SC(C3=C4C(C(N(CC(CC)CCCC)C4=O)=O)=C(C)S3)=C5)=C5[Si]2(CC(CCCC)CC)C[C@H](CCCC)CC)S1
775,P-Si,6.6,0.89,11.5,0.65,52.7,31.0 ,1.70 ,709,5.65,3.92,1.73,CC1=CC2=C(C(SC(C3=C4C(C(N(CCCCCCCC)C4=O)=O)=C(C)S3)=C5)=C5[Si]2(CC(CCCC)CC)C[C@H](CCCC)CC)S1
776,P-Ge,7.3,0.85,12.6,0.68,81.6,48.0 ,1.70 ,755,5.6,3.91,1.69,CC1=CC2=C(C(SC(C3=C4C(C(N(CCCCCCCC)C4=O)=O)=C(C)S3)=C5)=C5[Ge]2(CC(CCCC)CC)C[C@H](CCCC)CC)S1
777,PGe1-C8,1.5,0.53,7.8,0.36,16.9,8.9 ,1.90 ,626,5.21,3.85,1.33,CC1=CC2=C(C(SC(C3=CC=C(C)C4=NSN=C43)=C5)=C5[Ge]2(CCCCCCCC)CCCCCCCC)S1
778,PGe1-EH,2.9,0.52,10.5,0.53,21.1,12.4 ,1.70 ,626,5.22,3.93,1.43,CC1=CC2=C(C(SC(C3=CC=C(C)C4=NSN=C43)=C5)=C5[Ge]2(CC(CCCC)CC)C[C@H](CCCC)CC)S1
779,PGe2,4.1,0.8,9.7,0.53,31.0,16.3 ,1.90 ,755,5.66,3.93,1.67,CC1=CC2=C(C(SC(C3=C4C(C(N(CCCCCCCC)C4=O)=O)=C(C)S3)=C5)=C5[Ge]2(CC(CCCC)CC)C[C@H](CCCC)CC)S1
780,PSDTTT,5.3,0.69,11.6,0.66,44.4,13.1 ,3.39 ,1559,5.4,3.6,1.77,CC1=CC2=C(C(SC(C3=NC(SC(C4=CC5=C(C(SC(C6=CC7=C(C(OCC(CCCC)CCCCCC)=C(C=C(C)S8)C8=C7OCC(CCCCCC)CCCC)S6)=C9)=C9[Si]5(CCCCCCCC)CCCCCCCC)S4)=N%10)=C%10S3)=C%11)=C%11[Si]2(CCCCCCCC)CCCCCCCC)S1
781,PzNDTTPD,5.26,0.91,9.03,0.64,56.9,20.7 ,2.75 ,956,5.38,3.43,2.04,CC1=CC(C=C(OCC(CC)CCCC)C2=C3C(OCC(CC)CCCC)=CC4=C2SC(C5=C(C(N(CC(CCCCCCCC)CCCCCCCCCC)C6=O)=O)C6=C(C)S5)=C4)=C3S1
782,PzNDTDTBT,3.22,0.6,8.88,0.605,57.4,32.8 ,1.75 ,1191,5.15,3.43,1.76,CC1=CC(C=C(OCC(CC)CCCC)C2=C3C(OCC(CC)CCCC)=CC4=C2SC(C5=CC=C(C6=C(OCCCCCCCCCCCC)C(OCCCCCCCCCCCC)=C(C7=CC=C(C)S7)C8=NSN=C86)S5)=C4)=C3S1
783,PzNDTDTBO,5.07,0.74,10.46,0.655,75.3,50.0 ,1.50 ,1175,5.3,3.38,1.76,CC1=CC(C=C(OCC(CC)CCCC)C2=C3C(OCC(CC)CCCC)=CC4=C2SC(C5=CC=C(C6=C(OCCCCCCCCCCCC)C(OCCCCCCCCCCCC)=C(C7=CC=C(C)S7)C8=NON=C86)S5)=C4)=C3S1
784,P1,2.51,0.55,11.99,0.38,17.0,10.0 ,1.70 ,788,4.86,3.26,1.6,CC1=CC(C=C(OCC(CCCC)CC)C2=C3C(OCC(CCCC)CC)=CC4=C2SC(C5=C6C(C=C(C(C(CC)CCCC)=O)S6)=C(C)S5)=C4)=C3S1
785,P2,4.88,0.71,13.52,0.51,42.0,18.0 ,2.33 ,806,5.03,3.34,1.69,CC1=CC(C=C(OCC(CCCC)CC)C2=C3C(OCC(CCCC)CC)=CC4=C2SC(C5=C6C(C(F)=C(C(C(CC)CCCC)=O)S6)=C(C)S5)=C4)=C3S1
786,PIDT-diphQ,5.69,0.87,10.9,0.6,165.0,68.2 ,2.42 ,1215,5.33,3.52,1.81,CC1=CC2=C(C(C=C(C(C3=CC=C(CCCCCC)C=C3)(C4=CC=C(CCCCCC)C=C4)C5=C6SC(C7=CC=C(C)C8=C7N=C(C9=CC=CC=C9)C(C%10=CC=CC=C%10)=N8)=C5)C6=C%11)=C%11C2(C%12=CC=C(CCCCCC)C=C%12)C%13=CC=C(CCCCCC)C=C%13)S1
787,PIDT-phanQ,6.24,0.87,11.2,0.64,234.0,82.4 ,2.84 ,1213,5.28,3.61,1.67,CC1=CC2=C(C(C=C(C(C3=CC=C(CCCCCC)C=C3)(C4=CC=C(CCCCCC)C=C4)C5=C6SC(C7=CC=C(C)C8=C7N=C(C9=C%10C=CC=C9)C(C%11=CC=CC=C%11%10)=N8)=C5)C6=C%12)=C%12C2(C%13=CC=C(CCCCCC)C=C%13)C%14=CC=C(CCCCCC)C=C%14)S1
788,PIDT-BTz,2.77,0.9,7.43,0.414,24.9,13.6 ,1.83 ,1465,5.26,2.8,2.0,CC1=CC2=C(C(C=C(C(CCCCCCCCCCCC)(CCCCCCCCCCCC)C3=C4SC(C5=CC=C(C6=C(CCCCCC)N=C(C7=NC(CCCCCC)=C(C8=CC=C(C)S8)S7)S6)S5)=C3)C4=C9)=C9C2(CCCCCCCCCCCC)CCCCCCCCCCCC)S1
789,PIDT-TTz,5.79,0.89,13.3,0.489,27.6,17.4 ,1.59 ,1271,5.21,2.94,1.83,CC1=CC2=C(C(C=C(C(CCCCCCCCCCCC)(CCCCCCCCCCCC)C3=C4SC(C5=CC=C(C6=NC(SC(C7=CC=C(C)S7)=N8)=C8S6)S5)=C3)C4=C9)=C9C2(CCCCCCCCCCCC)CCCCCCCCCCCC)S1
790,PIDT-TZ,3.04,0.9,8.85,0.381,13.3,8.7 ,1.53 ,1211,5.22,2.97,1.82,CC1=CC2=C(C(C=C(C(CCCCCCCCCCCC)(CCCCCCCCCCCC)C3=C4SC(C5=CC=C(C6=NN=C(C7=CC=C(C)S7)N=N6)S5)=C3)C4=C8)=C8C2(CCCCCCCCCCCC)CCCCCCCCCCCC)S1
794,PIDSBT-C6,3.9,0.76,11.24,0.45,21.6,10.8 ,2.00 ,1164,5.28,3.51,1.6,CC1=CC2=C(C(C=C(C(C3=CC=C(CCCCCC)C=C3)(C4=CC=C(CCCCCC)C=C4)C5=C6[Se]C(C7=CC=C(C)C8=NSN=C78)=C5)C6=C9)=C9C2(C%10=CC=C(CCCCCC)C=C%10)C%11=CC=C(CCCCCC)C=C%11)[Se]1
795,PIDSFBT-C6,3.8,0.84,9.67,0.47,14.9,9.3 ,1.60 ,1200,5.38,3.61,1.63,CC1=CC2=C(C(C=C(C(C3=CC=C(CCCCCC)C=C3)(C4=CC=C(CCCCCC)C=C4)C5=C6[Se]C(C7=C(F)C(F)=C(C)C8=NSN=C78)=C5)C6=C9)=C9C2(C%10=CC=C(CCCCCC)C=C%10)C%11=CC=C(CCCCCC)C=C%11)[Se]1
796,PIDT-DFBT,5.87,0.97,11.2,0.554,186.7,61.4 ,3.04 ,1105,5.35,3.4,1.79,CC1=CC2=C(C(C=C(C(C3=CC=C(CCCCCC)C=C3)(C4=CC=C(CCCCCC)C=C4)C5=C6SC(C7=C(F)C(F)=C(C)C8=NSN=C87)=C5)C6=C9)=C9C2(C%10=CC=C(CCCCCC)C=C%10)C%11=CC=C(CCCCCC)C=C%11)S1
797,PIDSe-DFBTL,5.17,0.9,12.1,0.503,66.5,30.1 ,2.21 ,1200,5.34,3.48,1.68,CC1=CC2=C(C(C=C(C(C3=CC=C(CCCCCC)C=C3)(C4=CC=C(CCCCCC)C=C4)C5=C6[Se]C(C7=C(F)C(F)=C(C)C8=NSN=C87)=C5)C6=C9)=C9C2(C%10=CC=C(CCCCCC)C=C%10)C%11=CC=C(CCCCCC)C=C%11)[Se]1
798,PIDSe-DFBTM,5.92,0.89,12.9,0.532,109.7,46.3 ,2.37 ,1200,5.34,3.47,1.68,CC1=CC2=C(C(C=C(C(C3=CC=C(CCCCCC)C=C3)(C4=CC=C(CCCCCC)C=C4)C5=C6[Se]C(C7=C(F)C(F)=C(C)C8=NSN=C87)=C5)C6=C9)=C9C2(C%10=CC=C(CCCCCC)C=C%10)C%11=CC=C(CCCCCC)C=C%11)[Se]1
799,PIDSe-DFBTH,6.61,0.89,13.7,0.563,127.9,61.8 ,2.07 ,1200,5.33,3.48,1.68,CC1=CC2=C(C(C=C(C(C3=CC=C(CCCCCC)C=C3)(C4=CC=C(CCCCCC)C=C4)C5=C6[Se]C(C7=C(F)C(F)=C(C)C8=NSN=C87)=C5)C6=C9)=C9C2(C%10=CC=C(CCCCCC)C=C%10)C%11=CC=C(CCCCCC)C=C%11)[Se]1
800,PDIDTBT,0.76,0.7,3.3,0.33,7.0,5.0 ,1.40 ,871,5.51,3.07,2.09,CC1=CC=C(C2=CC3=C(C(SC4=C5C(CCCCCCCC)(CCCCCCCC)C6=C4C=CC(C)=C6)=C5C3(CCCCCCCC)CCCCCCCC)C=C2)C7=NSN=C17
801,PTDIDT,1.65,0.7,5.3,0.44,5.0,4.0 ,1.25 ,819,5.36,3.23,2.21,CC1=CC(C2(CCCCCCCC)CCCCCCCC)=C(C=C1)C3=C2C(C4(CCCCCCCC)CCCCCCCC)=C(S3)C5=C4C=C(C=C5)C6=CC=C(C)S6
802,PDIDTDTBT,2.0,0.68,6.2,0.47,13.0,7.0 ,1.86 ,1035,5.35,3.32,1.85,CC1=CC(C2(CCCCCCCC)CCCCCCCC)=C(C=C1)C3=C2C(C4(CCCCCCCC)CCCCCCCC)=C(S3)C5=C4C=C(C=C5)C6=CC=C(C7=CC=C(C8=CC=C(C)S8)C9=NSN=C79)S6
803,PBSTBT,3.47,0.81,8.86,0.488,80.4,38.5 ,2.09 ,909,5.32,3.25,1.8,CC1=CC([Si]2(CCCCCCCC)CCCCCCCC)=C(S1)C(C2=C3)=CC4=C3C5=C([Si]4(CCCCCCCC)CCCCCCCC)C=C(C6=CC=C(C)C7=NSN=C76)S5
804,PBSTDTBT,3.64,0.8,8.8,0.516,35.4,22.4 ,1.58 ,1072,5.25,3.55,1.7,CC1=CC=C(C2=CC=C(C3=CC=C(C4=CC([Si](CCCCCCCC)(CCCCCCCC)C5=C6C=C7C(C(SC(C)=C8)=C8[Si]7(CCCCCCCC)CCCCCCCC)=C5)=C6S4)S3)C9=NSN=C29)S1
805,P-1,4.3,0.88,9.39,0.52,61.0,30.0 ,2.03 ,909,5.5,3.6,1.96,CC1=CC2=C(C3=CC([Si](CCCCCCCC)(CCCCCCCC)C4=C5SC(C6=CC=C(C)C7=NSN=C76)=C4)=C5C=C3[Si]2(CCCCCCCC)CCCCCCCC)S1
806,P-2,1.4,0.63,3.53,0.65,80.0,29.0 ,2.76 ,1409,5.1,3.7,1.64,CC(S1)=CC2=C1C3=C([Si]2(CCCCCCCC)CCCCCCCC)C=C(C([Si]4(CCCCCCCC)CCCCCCCC)=C3)C5=C4C=C(C6=CC=C(C(N(CCCCCCCCCCCC)C7=O)=C8C7=C(C9=CC=C(C)S9)N(CCCCCCCCCCCC)C8=O)S6)S5
807,PBDPTBT,3.08,0.6,10.34,0.497,10.1,7.4 ,1.37 ,907,5.11,3.25,1.52,CC1=CC(N2C(CCCCCCCC)CCCCCCCC)=C(S1)C(C2=C3)=CC4=C3C5=C(N4C(CCCCCCCC)CCCCCCCC)C=C(C6=CC=C(C)C7=NSN=C76)S5
